Candidate_ID,Gender,Age,Education_Level,University_Type,Experience_Years,Application_Channel,Region,Role_Applied,Ticketing_Tool,Language_Proficiency,Live_Chat_Experience_Months,CSAT_Prior,Typing_Speed_WPM,Night_Shifts,Manager_Score,Interview_Sentiment,Stage_Reached,Offer_Result,Time_to_Hire_Days,Salary_Expectation_USD,Bias_Flag
CK8W2Q5CE,Male,27,Bachelor,Public,3.7,Career Site,APAC,Senior Support Agent,Zendesk,B2,31,85.4,46,Yes,3.8,0.05,Offer,Hired,20.0,1514,No
CS03PXT8X,Female,33,Bachelor,Public,1.8,Referral,Andean,Customer Support Agent,Salesforce,C1,11,76.4,58,No,2.9,0.81,Offer,Not Hired,,1140,No
CP8D9FK30,Male,37,Bachelor,Public,1.8,Referral,Andean,Customer Support Agent,Salesforce,B1,12,91.4,30,Yes,4.9,0.51,Offer,Not Hired,,1114,No
C80WMAEKB,Male,36,Bachelor,Public,6.4,Job Board,North America,Customer Support Agent,Freshdesk,B2,55,86.9,54,Yes,3.3,0.74,Offer,Not Hired,,1407,No
CS18R594Q,Female,24,Bootcamp,Public,2.7,LinkedIn,Europe,Customer Support Agent,Freshdesk,B2,29,77.5,69,Yes,3.5,-1.59,Offer,Not Hired,,1180,No
CL9IOC2XD,Non-binary,22,Master,Public,1.0,Recruiting Agency,North America,Senior Support Agent,Salesforce,C2,10,94.1,45,Yes,3.7,-0.53,Offer,Not Hired,,2187,No
CHTT2J7Q3,Female,31,Master,Private,3.7,Career Site,Europe,Customer Support Agent,Zendesk,B2,40,89.9,38,Yes,3.5,0.76,Offer,Not Hired,,1218,Yes
CIBBN8BND,Male,52,Bootcamp,Private,4.1,Recruiting Agency,North America,Customer Support Agent,Zendesk,B2,29,75.7,53,No,4.4,-0.9,Offer,Hired,30.0,1279,No
C7Y1ZX1A5,Female,45,Master,Public,0.0,Recruiting Agency,Andean,Customer Support Agent,Freshdesk,B2,0,80.8,51,Yes,2.9,0.59,Offer,Hired,27.0,1041,No
C00O2NB6I,Male,50,Bachelor,Private,3.7,Job Board,North America,Customer Support Agent,Salesforce,B2,34,86.5,48,No,3.8,-1.0,Offer,Not Hired,,923,No
CDWI4PA8S,Female,25,High School,Private,6.1,Referral,Europe,Team Lead,Salesforce,C1,44,79.5,41,No,3.4,0.26,Offer,Not Hired,,2238,No
CJYTB1OZ6,Male,34,Bachelor,Private,5.0,Career Site,Europe,Customer Support Agent,Salesforce,C2,38,79.7,61,Yes,4.0,1.7,Offer,Hired,32.0,1098,No
CVYJIO4SM,Female,40,Bootcamp,Public,9.6,LinkedIn,Andean,Customer Support Agent,Intercom,C1,66,83.0,62,No,3.1,0.95,Offer,Not Hired,,996,No
C246KZVQO,Male,35,Bootcamp,Public,7.1,Career Site,Andean,Customer Support Agent,Freshdesk,C1,51,74.0,42,Yes,3.1,-1.42,Offer,Not Hired,,935,No
CEJT55GYD,Female,34,Bachelor,Public,7.6,Referral,Europe,Senior Support Agent,Salesforce,B1,52,64.7,44,Yes,3.8,1.01,Offer,Not Hired,,1806,Yes
CYMQZP3T9,Female,32,Bachelor,Private,11.1,Job Board,Andean,Senior Support Agent,Salesforce,B2,86,84.8,57,No,3.6,1.89,Offer,Hired,33.0,1444,No
CWK1OTEEU,Female,20,Master,Private,5.8,Referral,Andean,Customer Support Agent,Freshdesk,C1,44,66.5,43,Yes,2.7,2.0,Offer,Not Hired,,847,No
CG94Z0VCO,Male,50,Bachelor,Private,4.2,Referral,Europe,Customer Support Agent,Other,C1,34,74.4,57,No,4.2,0.68,Offer,Not Hired,,915,No
CR6HRMEDN,Male,53,Master,Private,6.3,LinkedIn,North America,Customer Support Agent,Salesforce,B2,58,68.4,73,No,3.8,-0.98,Offer,Not Hired,,1061,No
CCCMHTAKQ,Non-binary,21,Bachelor,Private,2.3,Referral,Caribbean,Customer Support Agent,Freshdesk,C1,22,69.0,54,Yes,3.2,0.64,Offer,Not Hired,,936,No
C8W5MQP58,Male,34,Master,Private,4.1,Referral,Andean,Senior Support Agent,Zendesk,B1,23,85.6,40,Yes,3.0,1.69,Offer,Not Hired,,1642,No
C81ST9KM6,Prefer_not_to_say,38,Bachelor,Private,2.1,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,20,80.4,60,No,3.6,0.08,Offer,Not Hired,,1199,No
CNIUL66LT,Female,48,Bachelor,Private,4.8,LinkedIn,Europe,Customer Support Agent,Salesforce,B2,39,80.3,53,Yes,3.8,1.19,Offer,Hired,29.0,1195,No
C90HVWXAK,Male,55,Bachelor,Public,2.1,Job Board,Pacific,Customer Support Agent,Zendesk,C1,16,71.6,53,Yes,2.2,-0.51,Offer,Not Hired,,991,No
C4IKLGFM5,Male,34,Master,Private,2.0,Referral,Andean,Customer Support Agent,Freshdesk,C1,16,76.9,61,Yes,3.6,0.59,Offer,Hired,33.0,885,No
CAKCUJ2V2,Male,46,Bootcamp,Public,4.9,Career Site,Caribbean,Customer Support Agent,Intercom,B2,40,85.4,63,Yes,3.8,-1.99,Offer,Hired,32.0,1005,No
CWP4R89VY,Prefer_not_to_say,53,Bachelor,Public,3.4,LinkedIn,Andean,Customer Support Agent,Salesforce,C1,23,81.8,55,No,1.7,-0.61,Offer,Not Hired,,1208,No
CJ3Y6J2QG,Male,49,Master,Private,0.0,Job Board,Andean,Customer Support Agent,Salesforce,C1,0,88.6,54,Yes,3.4,0.24,Offer,Not Hired,,1247,No
CGULDPXL8,Male,29,Bachelor,Public,0.0,LinkedIn,Andean,Customer Support Agent,Salesforce,B2,7,89.8,80,Yes,3.8,-0.08,Offer,Hired,31.0,1158,No
C2S7PFB78,Male,49,Master,Public,0.8,Job Board,North America,Customer Support Agent,Zendesk,C1,2,80.0,69,No,3.7,-0.92,Offer,Hired,31.0,1298,No
C0DKBBIUC,Female,34,Bachelor,Private,1.5,Job Board,Andean,Team Lead,Zendesk,B2,6,67.2,65,No,3.9,-0.2,Offer,Not Hired,,3023,No
C9QJS2LBB,Male,19,Bootcamp,Public,4.9,Job Board,Caribbean,Customer Support Agent,Intercom,B2,39,76.3,57,No,3.1,0.55,Offer,Hired,12.0,1020,No
C4EWN1C6Z,Male,47,Bachelor,Public,4.4,Referral,Pacific,Customer Support Agent,Zendesk,B1,28,81.5,43,No,2.6,0.17,Offer,Not Hired,,1345,No
CQH9KROIO,Non-binary,49,Bachelor,Public,6.6,Referral,Pacific,Customer Support Agent,Freshdesk,B2,42,76.2,69,Yes,2.0,0.3,Offer,Hired,23.0,1057,No
CFAKEO5FA,Male,31,High School,Public,5.8,LinkedIn,Andean,Senior Support Agent,Other,B2,44,74.0,57,Yes,4.1,0.91,Offer,Hired,40.0,1960,No
CDSJRBLOP,Female,35,High School,Public,6.6,Referral,Andean,Senior Support Agent,Freshdesk,B1,61,83.2,48,No,3.8,-0.06,Offer,Not Hired,,1881,No
CT2Q4TJIL,Female,32,Bootcamp,Public,5.4,Referral,Andean,Senior Support Agent,Intercom,B2,43,100.0,52,Yes,4.1,1.47,Offer,Hired,22.0,1196,No
CVI6R5YMI,Female,23,Master,Private,4.3,Job Board,Caribbean,Customer Support Agent,Intercom,C1,35,78.4,43,No,2.8,-0.64,Offer,Not Hired,,941,No
C0LI7RBRQ,Male,55,Master,Public,6.7,Referral,North America,Senior Support Agent,Salesforce,C1,41,82.4,68,Yes,3.9,1.99,Offer,Hired,32.0,1389,No
C5ZGFVBLE,Female,19,Bachelor,Private,6.2,Job Board,Andean,Customer Support Agent,Zendesk,B1,52,72.0,63,No,2.2,1.25,Offer,Not Hired,,806,No
CA7DA7G3B,Male,39,Bootcamp,Public,4.8,Referral,Europe,Senior Support Agent,Freshdesk,B1,39,92.3,57,No,2.7,-0.07,Offer,Not Hired,,1924,No
CFDZWRIDU,Male,19,Bachelor,Public,7.1,LinkedIn,North America,Senior Support Agent,Zendesk,B2,53,89.5,54,No,3.4,-0.01,Offer,Not Hired,,2228,No
CIVY4RAK4,Male,44,Master,Private,0.0,LinkedIn,Andean,Customer Support Agent,Intercom,C1,1,88.5,47,Yes,3.8,0.44,Offer,Not Hired,,1057,No
CTWQF6194,Female,52,Master,Public,3.0,LinkedIn,Andean,Customer Support Agent,Zendesk,C1,25,93.1,29,No,4.5,0.79,Offer,Not Hired,,1241,Yes
CKJI7UQ8V,Male,42,Bachelor,Public,3.0,Job Board,Andean,Customer Support Agent,Freshdesk,B2,18,78.8,38,No,3.1,1.24,Offer,Not Hired,,1345,No
C69CN03FL,Female,41,Bootcamp,Public,6.8,Career Site,Andean,Customer Support Agent,Salesforce,C1,56,80.1,46,No,2.7,-0.96,Offer,Not Hired,,1134,No
CT2EVKHSO,Male,49,Master,Public,7.9,Job Board,North America,Senior Support Agent,Zendesk,B2,70,96.4,44,No,2.7,0.64,Offer,Not Hired,,1694,No
CWL3C5B0M,Female,55,Master,Public,0.0,Referral,Andean,Customer Support Agent,Freshdesk,C2,0,87.1,58,Yes,2.8,-1.65,Offer,Not Hired,,1059,No
CNAZFX04Z,Female,50,High School,Public,7.5,LinkedIn,Europe,Senior Support Agent,Zendesk,B1,55,64.8,65,Yes,4.9,0.09,Offer,Not Hired,,1837,Yes
CK03LE6FV,Female,27,Master,Public,0.8,Career Site,Pacific,Team Lead,Zendesk,B2,5,85.7,53,Yes,3.8,1.56,Offer,Hired,19.0,2715,No
CIE1FYYCG,Male,39,High School,Public,0.8,LinkedIn,North America,Customer Support Agent,Zendesk,C1,12,77.5,72,No,4.1,-1.03,Offer,Not Hired,,1176,No
C2SE9JA7A,Female,49,High School,Public,3.2,Referral,Europe,Customer Support Agent,Zendesk,B2,18,89.4,46,No,3.1,-1.19,Offer,Not Hired,,1171,No
CT9UVNEU6,Male,29,Master,Private,3.0,Career Site,North America,Customer Support Agent,Other,B1,27,85.5,53,Yes,3.3,0.45,Offer,Not Hired,,1092,No
CD5OTFWGJ,Male,43,Bachelor,Public,0.0,Referral,APAC,Senior Support Agent,Other,B1,0,68.1,54,No,3.8,1.5,Offer,Not Hired,,1294,No
CZBQVEKMX,Male,19,Bachelor,Private,5.5,LinkedIn,APAC,Customer Support Agent,Intercom,B2,45,84.6,68,Yes,2.9,0.54,Offer,Hired,28.0,1248,No
C94GABVFI,Female,51,Master,Private,5.6,LinkedIn,Caribbean,Customer Support Agent,Intercom,C1,41,84.1,56,No,3.1,-1.46,Offer,Not Hired,,888,No
C454JWVGT,Female,41,Master,Public,6.5,Job Board,Andean,Customer Support Agent,Salesforce,C1,49,85.4,57,Yes,2.8,-1.26,Offer,Not Hired,,1202,No
CSO1YT01U,Female,46,High School,Public,2.7,LinkedIn,Caribbean,Team Lead,Salesforce,B1,31,86.9,35,Yes,3.0,0.34,Offer,Not Hired,,2672,No
CJ1Z9FP7S,Female,49,Bachelor,Public,3.7,Job Board,Andean,Customer Support Agent,Freshdesk,C1,21,94.2,44,Yes,3.3,-0.81,Offer,Hired,25.0,912,No
C7AB2MSPO,Male,27,Master,Public,3.7,Referral,North America,Customer Support Agent,Zendesk,B2,33,85.6,68,No,2.7,0.37,Offer,Not Hired,,1000,No
C7D16XOFY,Female,35,Bachelor,Public,8.2,Referral,Caribbean,Team Lead,Intercom,C2,76,82.9,30,No,3.5,0.43,Offer,Not Hired,,3164,Yes
CQFM8JGYH,Female,50,PhD,Public,0.0,LinkedIn,Pacific,Customer Support Agent,Other,B1,4,91.2,71,Yes,3.5,-0.19,Offer,Not Hired,,1087,No
C7496IHMQ,Female,25,Bachelor,Private,1.3,Career Site,Europe,Customer Support Agent,Zendesk,C1,2,100.0,61,Yes,3.2,1.88,Offer,Hired,25.0,899,No
C50X5XNOS,Male,49,Bootcamp,Private,3.8,Referral,Andean,Customer Support Agent,Freshdesk,C2,23,89.6,46,No,2.7,0.78,Offer,Not Hired,,1232,No
CD0X0T28U,Female,29,Bootcamp,Public,1.0,Job Board,North America,Customer Support Agent,Zendesk,C1,3,83.7,45,Yes,3.4,1.34,Offer,Not Hired,,973,No
CPD26Z552,Male,40,Master,Private,3.1,Referral,Caribbean,Customer Support Agent,Zendesk,C1,26,85.7,78,No,2.9,1.08,Offer,Hired,28.0,783,No
CSDAHP0QA,Female,37,PhD,Public,3.5,LinkedIn,Europe,Customer Support Agent,Intercom,B2,29,84.3,72,Yes,3.3,0.11,Offer,Hired,20.0,1186,No
CH99N2Z75,Prefer_not_to_say,44,High School,Public,2.1,Referral,North America,Senior Support Agent,Zendesk,C1,9,82.2,54,No,4.1,0.07,Offer,Not Hired,,1466,No
CWOWLMVUU,Male,49,Bootcamp,Public,4.0,Referral,Andean,Customer Support Agent,Salesforce,B2,27,99.6,57,No,2.4,-0.02,Offer,Hired,27.0,1153,No
CNOAVU7SQ,Female,31,Master,Private,5.4,Referral,North America,Customer Support Agent,Salesforce,B2,38,76.4,47,Yes,4.8,0.86,Offer,Not Hired,,966,Yes
CCHMNNO1E,Female,25,High School,Public,3.2,Career Site,Andean,Customer Support Agent,Zendesk,C2,25,91.5,57,No,3.2,-0.34,Offer,Hired,40.0,1217,No
CLFLYBMA8,Female,34,High School,Private,2.6,Career Site,North America,Customer Support Agent,Salesforce,B2,33,81.3,47,Yes,3.6,1.8,Offer,Hired,25.0,1130,No
C0IHDR1V5,Female,41,Master,Private,3.4,Job Board,North America,Senior Support Agent,Salesforce,B2,22,70.4,54,No,2.8,-0.42,Offer,Not Hired,,1040,No
CMKRH9GRS,Female,46,Master,Public,3.8,Job Board,Pacific,Senior Support Agent,Freshdesk,C2,25,80.7,77,No,4.1,0.44,Offer,Not Hired,,1797,Yes
CCQQJEBAR,Male,46,Master,Public,0.0,Job Board,North America,Senior Support Agent,Freshdesk,B2,0,77.6,54,Yes,3.2,0.04,Offer,Not Hired,,1626,No
CD8IXYR5D,Male,31,Bachelor,Public,5.0,Job Board,Europe,Senior Support Agent,Salesforce,B1,44,87.1,42,No,3.0,-0.16,Offer,Not Hired,,2061,No
CIJEKL1K5,Female,53,Bachelor,Private,2.6,LinkedIn,Europe,Senior Support Agent,Zendesk,B2,21,82.9,39,Yes,2.9,2.0,Offer,Hired,27.0,1801,No
C16D9W9M8,Male,22,Master,Public,7.1,Career Site,North America,Customer Support Agent,Zendesk,C1,51,74.3,57,No,3.1,-0.15,Offer,Not Hired,,1225,No
CVCOE7KIT,Female,23,Bachelor,Public,5.3,Career Site,North America,Team Lead,Zendesk,C1,40,94.2,46,No,3.6,-0.02,Offer,Not Hired,,2144,No
CPD340WOT,Prefer_not_to_say,19,Bachelor,Public,6.8,LinkedIn,Pacific,Senior Support Agent,Zendesk,B1,50,91.2,58,No,3.4,-0.35,Offer,Not Hired,,1499,No
CSFCJQFD4,Female,53,Master,Private,1.2,Career Site,Europe,Customer Support Agent,Intercom,C1,11,94.8,36,Yes,3.3,0.29,Offer,Not Hired,,1096,No
CNVS00K4N,Male,25,Bachelor,Private,2.8,Career Site,Europe,Customer Support Agent,Zendesk,B2,39,84.3,63,No,2.8,0.16,Offer,Hired,16.0,1040,No
C4OD1B1BH,Male,41,Master,Public,0.6,Referral,Andean,Customer Support Agent,Intercom,C1,8,81.8,42,Yes,2.8,-0.76,Offer,Not Hired,,1321,No
CV7OEI60D,Female,49,Bootcamp,Public,2.0,Career Site,Andean,Customer Support Agent,Freshdesk,C1,15,87.8,56,Yes,3.0,-0.13,Offer,Hired,30.0,1075,No
CNJG4WGXO,Female,47,Master,Public,7.1,LinkedIn,Andean,Senior Support Agent,Salesforce,C2,53,77.9,51,No,3.6,0.8,Offer,Hired,21.0,1388,No
CCQGI5ZE4,Female,54,Bachelor,Public,7.7,LinkedIn,Andean,Customer Support Agent,Freshdesk,B2,54,83.6,76,Yes,3.8,1.17,Offer,Hired,28.0,963,No
CU50MTTZI,Male,20,Bachelor,Public,0.8,Referral,Pacific,Customer Support Agent,Salesforce,B2,11,80.7,57,Yes,3.9,0.27,Offer,Not Hired,,1259,No
CLIKFB7C5,Male,34,Master,Private,2.6,Job Board,Andean,Customer Support Agent,Salesforce,C1,25,70.6,78,Yes,3.3,0.3,Offer,Hired,24.0,1072,No
CA1LSKRQT,Male,37,Bachelor,Public,3.6,Referral,North America,Senior Support Agent,Zendesk,B2,26,83.3,62,No,3.6,-0.07,Offer,Not Hired,,1644,No
COT3PNEME,Male,44,Master,Public,5.3,Career Site,Andean,Customer Support Agent,Intercom,B2,50,79.0,72,No,3.2,-0.2,Offer,Hired,31.0,1275,No
CG8DR48FF,Male,42,Bachelor,Public,0.0,LinkedIn,Andean,Senior Support Agent,Zendesk,B1,0,80.1,52,Yes,2.1,-0.58,Offer,Not Hired,,1467,No
CNT8HFJ5B,Male,39,Master,Public,0.0,LinkedIn,North America,Customer Support Agent,Salesforce,B1,5,85.0,59,Yes,3.1,-1.15,Offer,Not Hired,,731,No
CNEF7AL6V,Male,30,Master,Private,5.1,Job Board,Pacific,Customer Support Agent,Intercom,C2,43,92.6,70,No,3.0,-0.38,Offer,Hired,22.0,959,No
CCQ8OTTXG,Male,22,Bachelor,Private,0.0,LinkedIn,Pacific,Customer Support Agent,Zendesk,B1,0,75.2,66,Yes,2.6,1.06,Offer,Not Hired,,1140,No
C49F330NQ,Female,34,High School,Public,2.6,Job Board,Europe,Customer Support Agent,Zendesk,C1,15,79.5,61,No,2.9,-0.13,Offer,Not Hired,,1059,No
C4F37YMUB,Male,28,Bootcamp,Public,4.2,Referral,APAC,Senior Support Agent,Zendesk,C1,33,76.2,51,No,3.4,-0.06,Offer,Not Hired,,1302,No
C7MC2XWB1,Female,39,Master,Private,4.9,Recruiting Agency,North America,Senior Support Agent,Salesforce,B1,44,75.8,53,No,2.5,-0.08,Offer,Not Hired,,1959,No
CW23HH7TP,Female,48,PhD,Private,3.4,Job Board,Andean,Customer Support Agent,Salesforce,B2,24,77.5,69,Yes,2.8,1.37,Offer,Not Hired,,1127,No
CKX1AT9KK,Male,39,PhD,Private,2.8,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,25,80.7,71,No,4.4,-0.59,Offer,Not Hired,,1164,No
C5COQ2EPF,Female,40,High School,Private,6.0,LinkedIn,APAC,Senior Support Agent,Zendesk,B2,42,87.1,48,No,2.2,0.5,Offer,Not Hired,,1807,No
C2WROF7XL,Female,20,Bachelor,Private,4.5,LinkedIn,North America,Senior Support Agent,Zendesk,B2,41,85.0,46,Yes,3.2,0.19,Offer,Not Hired,,1369,No
CO0ZQKXXV,Female,42,Master,Private,2.1,Recruiting Agency,Europe,Customer Support Agent,Freshdesk,C1,19,73.7,44,No,2.5,0.31,Offer,Not Hired,,1150,No
CCRW8SMUG,Male,35,Master,Private,3.9,Job Board,North America,Senior Support Agent,Zendesk,B2,24,92.6,65,Yes,2.8,0.47,Offer,Hired,27.0,1931,No
CDY94VB9Q,Male,23,High School,Private,4.8,Referral,Andean,Customer Support Agent,Zendesk,B1,37,89.9,44,No,3.2,0.3,Offer,Not Hired,,1288,No
CK600J9QT,Female,26,Bachelor,Private,8.3,LinkedIn,Pacific,Customer Support Agent,Salesforce,B1,72,75.5,65,No,2.6,0.96,Offer,Not Hired,,1219,No
C1XGKN8ZN,Female,47,Bootcamp,Private,5.8,Career Site,Europe,Senior Support Agent,Freshdesk,B2,39,92.2,62,Yes,3.7,0.22,Offer,Hired,17.0,1831,No
C00OO6UFZ,Male,52,Bachelor,Public,7.0,LinkedIn,Europe,Senior Support Agent,Intercom,B2,50,85.1,48,Yes,4.2,1.82,Offer,Not Hired,,1257,No
CVS06LPGX,Non-binary,37,Bachelor,Public,2.2,Job Board,Andean,Senior Support Agent,Freshdesk,C2,17,80.9,74,Yes,3.9,0.29,Offer,Not Hired,,1696,No
COMZOQPJE,Female,55,High School,Private,2.4,Job Board,North America,Customer Support Agent,Freshdesk,B1,32,85.2,37,Yes,4.0,-1.28,Offer,Not Hired,,942,No
C3DLYEX0X,Non-binary,25,High School,Public,3.2,LinkedIn,Andean,Customer Support Agent,Intercom,B2,22,82.0,75,No,2.3,0.82,Offer,Not Hired,,1312,No
CKA5L2HF2,Male,30,Master,Public,3.4,Referral,APAC,Senior Support Agent,Zendesk,B2,30,86.7,59,Yes,3.1,0.6,Offer,Not Hired,,1988,No
C741I6YGE,Female,53,Master,Public,1.2,LinkedIn,Andean,Customer Support Agent,Zendesk,C1,11,83.6,30,No,3.6,0.28,Offer,Not Hired,,943,Yes
C5J1EKKKY,Male,25,Master,Public,7.1,Referral,North America,Customer Support Agent,Other,C1,53,79.8,74,Yes,3.9,0.02,Offer,Hired,23.0,1092,No
C660H8TTZ,Male,43,Bachelor,Public,6.1,Recruiting Agency,Andean,Customer Support Agent,Salesforce,B1,50,66.3,67,No,4.5,-1.65,Offer,Not Hired,,1141,No
C18UV0JLW,Male,27,Bachelor,Public,3.0,Job Board,North America,Customer Support Agent,Intercom,C1,21,86.4,50,No,4.0,-1.5,Offer,Hired,30.0,1249,No
CCLZ9SOPY,Female,31,Bachelor,Public,5.5,Career Site,North America,Customer Support Agent,Zendesk,B2,42,79.4,43,No,3.9,1.73,Offer,Hired,23.0,824,No
CTATOZ58V,Male,36,Bachelor,Public,4.4,Job Board,Caribbean,Customer Support Agent,Zendesk,C1,25,88.5,36,No,5.0,-0.28,Offer,Not Hired,,735,Yes
CNPG744LL,Male,32,Bachelor,Public,5.7,LinkedIn,Europe,Senior Support Agent,Zendesk,B1,45,86.3,84,No,3.4,1.12,Offer,Not Hired,,1710,No
C4TZRPW3M,Male,51,Master,Public,0.3,Job Board,Europe,Customer Support Agent,Salesforce,C1,8,79.3,44,No,3.1,-1.19,Offer,Not Hired,,682,No
C3IO687L4,Prefer_not_to_say,54,Master,Public,3.4,Referral,Europe,Customer Support Agent,Salesforce,C1,28,90.5,40,No,3.4,-0.69,Offer,Hired,22.0,1126,No
C79A091I1,Male,37,Master,Public,3.6,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,C1,35,84.0,58,Yes,2.7,0.86,Offer,Hired,32.0,1198,No
CDRWQZIVX,Male,38,Bachelor,Private,5.4,Referral,North America,Customer Support Agent,Other,B1,47,83.8,35,Yes,3.3,0.16,Offer,Not Hired,,1304,No
CWKKJQVNO,Male,21,Bachelor,Public,2.2,Job Board,North America,Customer Support Agent,Zendesk,C1,17,81.1,43,Yes,2.1,0.73,Offer,Hired,14.0,997,No
CKHX3K4UG,Female,27,Bachelor,Private,0.0,Job Board,North America,Customer Support Agent,Freshdesk,C1,0,95.5,67,No,2.9,0.24,Offer,Hired,30.0,1127,No
CNABMQ2E4,Female,20,High School,Private,1.0,LinkedIn,Pacific,Customer Support Agent,Zendesk,B2,5,76.3,61,No,3.2,0.06,Offer,Not Hired,,1207,No
CIEZ1VEEO,Female,50,Master,Public,3.6,Career Site,North America,Customer Support Agent,Zendesk,B2,20,79.6,50,No,4.0,-0.36,Offer,Not Hired,,906,No
CQ9KG8FAP,Male,27,Bachelor,Public,4.0,Referral,Andean,Customer Support Agent,Salesforce,B1,30,72.4,55,No,4.1,-0.82,Offer,Not Hired,,1251,No
COW57K9WC,Female,31,Master,Public,8.2,LinkedIn,Pacific,Customer Support Agent,Salesforce,B2,66,88.5,50,Yes,2.6,1.51,Offer,Hired,49.0,1145,No
C7EV2IJR5,Male,50,High School,Public,5.3,LinkedIn,Andean,Customer Support Agent,Zendesk,C1,53,77.9,54,No,4.8,1.66,Offer,Hired,26.0,1000,No
CIXQEZ3UG,Female,45,PhD,Private,4.0,Career Site,Caribbean,Customer Support Agent,Zendesk,B2,35,78.6,46,Yes,3.4,-0.68,Offer,Hired,19.0,1123,No
CFPSTISKY,Female,41,PhD,Private,3.7,Referral,Andean,Senior Support Agent,Freshdesk,C1,24,78.1,48,Yes,3.5,-0.74,Offer,Not Hired,,1664,No
C2XA9A9BS,Male,20,Bachelor,Private,6.7,Referral,Andean,Senior Support Agent,Zendesk,C1,45,83.0,48,No,2.2,-0.06,Offer,Not Hired,,1899,No
CDDY0E9LL,Female,39,Master,Private,2.3,LinkedIn,Europe,Customer Support Agent,Freshdesk,C1,17,72.2,46,Yes,2.9,0.56,Offer,Not Hired,,1041,No
CKQGPHBNY,Male,39,Bachelor,Private,3.4,Job Board,North America,Senior Support Agent,Freshdesk,C1,32,64.4,68,No,4.0,0.09,Offer,Not Hired,,1758,No
C1ML2Y363,Female,30,Master,Private,1.0,Job Board,Andean,Senior Support Agent,Zendesk,C1,7,85.7,64,No,3.4,0.7,Offer,Hired,25.0,1542,No
C7OOLI0Z2,Non-binary,46,Master,Public,7.5,Referral,Europe,Customer Support Agent,Zendesk,B2,63,65.7,44,No,3.4,0.21,Offer,Hired,31.0,945,No
CGRH6JFU5,Female,53,Master,Public,4.8,Career Site,APAC,Customer Support Agent,Zendesk,B1,37,89.2,41,Yes,3.5,0.15,Offer,Not Hired,,1128,Yes
C6DLFLTKC,Prefer_not_to_say,28,Master,Public,2.0,LinkedIn,Europe,Senior Support Agent,Salesforce,C1,20,94.7,53,Yes,2.3,2.0,Offer,Not Hired,,1471,No
CSBIADP41,Male,31,Bachelor,Public,3.5,LinkedIn,Europe,Customer Support Agent,Zendesk,C2,18,80.9,81,Yes,3.2,-0.22,Offer,Hired,23.0,1232,No
CDBMX03MG,Female,30,Master,Public,5.1,Job Board,APAC,Customer Support Agent,Freshdesk,B2,50,92.9,43,Yes,4.3,1.73,Offer,Hired,25.0,1198,No
CAFC4J3TT,Female,49,Bachelor,Public,3.1,Job Board,North America,Customer Support Agent,Zendesk,C2,18,82.0,53,Yes,4.1,1.55,Offer,Not Hired,,974,Yes
CQ3BDPOT0,Female,21,Bootcamp,Private,2.4,LinkedIn,APAC,Customer Support Agent,Intercom,C2,24,95.0,56,Yes,3.2,0.7,Offer,Not Hired,,1135,No
CVJL1HST1,Male,52,Bootcamp,Public,2.1,Job Board,APAC,Team Lead,Zendesk,B2,15,78.5,54,No,4.4,-1.48,Offer,Not Hired,,2123,No
CZQLNOHWH,Male,47,Master,Private,4.7,Referral,Caribbean,Customer Support Agent,Zendesk,C1,37,63.5,50,No,2.4,0.28,Offer,Not Hired,,835,No
CX18E1DMG,Female,36,Bachelor,Public,2.9,Job Board,Europe,Customer Support Agent,Intercom,C1,22,81.6,69,No,2.6,-0.21,Offer,Not Hired,,1001,No
CFGB3COZ9,Female,40,Bachelor,Public,2.6,Job Board,Europe,Customer Support Agent,Intercom,B2,22,95.9,60,Yes,4.6,0.27,Offer,Not Hired,,1092,Yes
C4E9XGQ7O,Male,52,Master,Private,0.3,Recruiting Agency,Europe,Customer Support Agent,Zendesk,B1,5,86.3,65,No,3.7,-0.71,Offer,Not Hired,,1186,No
CG58985QG,Male,47,Bachelor,Public,4.0,Referral,Europe,Senior Support Agent,Zendesk,B2,38,78.3,62,Yes,3.1,0.93,Offer,Not Hired,,1738,No
CWHRX8KJ0,Male,29,Bachelor,Private,3.3,Job Board,Pacific,Senior Support Agent,Other,C1,35,85.0,66,Yes,3.3,1.14,Offer,Not Hired,,1931,No
CAU0TN3NZ,Male,20,Bachelor,Private,3.0,Job Board,Pacific,Senior Support Agent,Zendesk,B2,26,90.0,74,Yes,2.7,1.3,Offer,Not Hired,,1450,No
CQATB7VNR,Male,43,Bachelor,Public,4.3,Referral,North America,Customer Support Agent,Zendesk,C1,45,81.8,71,No,3.5,-0.09,Offer,Hired,33.0,1038,No
CWJKPJ1D3,Prefer_not_to_say,24,Master,Public,5.7,LinkedIn,North America,Customer Support Agent,Zendesk,C1,46,100.0,83,No,3.4,-0.7,Offer,Hired,25.0,1371,No
CMUFN1JES,Female,22,Bachelor,Public,5.6,Recruiting Agency,Europe,Customer Support Agent,Zendesk,C1,51,78.4,70,Yes,3.3,0.57,Offer,Not Hired,,781,No
